,Article Headlines,Article URLs,Keywords,Similarity Weights
94,Supreme Court boots Elon Musk’s fight with Jack Smith over Trump’s Twitter records|||Fox News Politics: Jack Smith Strikes Back|||Jack Smith lays out Jan. 6 case against Trump. Will filing be public?,https://www.cnn.com/2024/10/07/politics/elon-musk-trump-twitter-records/index.html|||https://www.foxnews.com/politics/fox-news-politics-jack-smith-strikes-back|||https://www.washingtonpost.com/dc-md-va/2024/09/26/trump-jan-6-case-filing-under-seal/,jack|||smith|||trump,0.5564457774162292
95,"Palestinians evacuating northern Gaza say they are being shot at by Israeli military|||Hamas launches rockets from Gaza one year after Oct. 7 attacks, while IDF strikes terror targets|||Wednesday Briefing: An Israeli Airstrike in Syria",https://www.cnn.com/2024/10/08/middleeast/gaza-jabalya-idf-shooting-intl/index.html|||https://www.foxnews.com/world/hamas-launches-rockets-from-gaza-one-year-after-oct-7-attacks-while-idf-strikes-terror-targets|||https://www.nytimes.com/2024/10/08/briefing/israel-syria-trump-putin-india.html,gaza|||israeli,0.5533920526504517
96,"Harris erases Trump’s cash edge while RFK Jr. faces dwindling resources, new filings show|||AnalysisTrump campaign ad falsely claims Harris will raise taxes on familiesNew ad clips, snips and twists so many things that nearly every frame is deceptive.By Glenn KesslerOctober 4, 2024|||On Drug Prices, Harris Pushes for Deeper Cuts While Trump Offers Few Specifics",https://www.cnn.com/2024/08/21/politics/cash-advantage-harris-trump-rfk-filings/index.html|||https://www.washingtonpost.com/politics/2024/10/04/trump-campaign-ad-falsely-claims-harris-will-raise-taxes-families/|||https://www.nytimes.com/2024/10/08/health/drug-prices-kamala-harris-donald-trump.html,ad|||harris|||trump,0.5527869164943695
97,"Harris says it’s ‘not the 1950s anymore’ in dismissing criticism over not having biological children|||Harris echoes debunked claim about Georgia abortion limits causing woman's death despite pushback from doctors|||ColumnJD Vance’s repeated digs at childless women are worse than you thoughtIt’s not about the kids they don’t have. It’s about the empathy he can’t even fathom.By Monica HesseSeptember 4, 2024",https://www.cnn.com/2024/10/06/politics/harris-call-her-daddy-criticism-biological-children/index.html|||https://www.foxnews.com/media/harris-echoes-debunked-claim-about-georgia-abortion-limits-causing-womans-death-despite-pushback-from-doctors|||https://www.washingtonpost.com/style/power/2024/09/04/jd-vance-women-children/,harris|||woman,0.5526805520057678
98,"Home of famed Masters golf tournament announces joint $5 million donation toward Hurricane Helene relief|||NFL QBs Team Up, Give Big Donations To Hurricane Helene Relief|||Augusta chairman confident Masters will go on as club focuses on community recovery from HeleneMasters chairman Fred Ridley says Augusta National sustained a lot of damage from Hurricane Helene, just like the rest of the areaBy Doug Ferguson | APOctober 3, 2024",https://www.cnn.com/2024/10/03/sport/masters-donation-hurricane-helene-relief-spt-intl/index.html|||https://www.outkick.com/sports/nfl-qbs-donate-hurricane-helene-relief|||https://www.washingtonpost.com/sports/golf/2024/10/03/augusta-national-hurricane-helene/62064984-819d-11ef-90f2-d1fc6303655d_story.html,augusta|||chairman|||donation|||helene|||hurricane|||master|||relief,0.551790326833725
99,"Jill Biden takes on new surrogate role with first campaign swing for Harris|||Kamala Harris campaign frustrated by recent Biden media appearances, says CNN reporter|||EARLY BRIEFAnalysisHarris multiplied Biden’s lead among young votersIn today’s edition … Romney declines to endorse Harris over ideological differences ... DNC to spend in every U.S. state and territory.By Theodoric Meyer, Leigh Ann Caldwell and Alec DentSeptember 27, 2024",https://www.cnn.com/2024/10/08/politics/jill-biden-campaign-kamala-harris/index.html|||https://www.foxnews.com/media/members-kamala-harris-campaign-frustrated-recent-biden-media-appearances-cnn-reporter|||https://www.washingtonpost.com/politics/the-briefs-newsletters/early-brief/,biden|||campaign|||harris,0.5442808568477631
100,"Prospects of a deal with Israel fade away as Saudis invite Iranian foreign minister to visit|||Regional war is effectively here. What Israel does next will be pivotal|||Israel’s Defense Minister Postpones Trip to Washington, U.S. Says",https://www.foxnews.com/politics/iran-foreign-minister-saudi-arabia-deal-israel|||https://www.cnn.com/2024/10/02/middleeast/israel-lebanon-regional-war-analysis-intl/index.html|||https://www.nytimes.com/2024/10/08/world/middleeast/gallant-austin-washington-visit-postponed.html,israel|||minister,0.5437250137329102
101,"Fact check: Trump falsely claims Harris met with Putin before Ukraine invasion|||Trump vs. Harris: The 'October surprise' is already here|||Harris Cracks a Beer With Colbert and Talks Gaza, Trump and Putin",https://www.cnn.com/2024/08/21/politics/fact-check-trump-harris-putin-meeting-ukraine/index.html|||https://www.foxnews.com/opinion/trump-vs-harris-october-surprise-already-here|||https://www.nytimes.com/2024/10/08/us/politics/kamala-harris-colbert-report.html,harris|||putin|||trump,0.5428355932235718
102,Israel’s economy is paying a high price for its widening war|||Under fire: Israel's Iron Dome winning but pressure's on as conflict with Iran escalates|||We Should Want Israel to Win,https://www.cnn.com/2024/10/04/economy/israel-economy-war-impact/index.html|||https://www.foxnews.com/world/under-fire-israels-iron-dome-winning-pressures-conflict-iran-escalates|||https://www.nytimes.com/2024/10/08/opinion/israel-lebanon-iran-gaza.html,israel,0.5424093008041382
103,"Too much misinformation and not enough money as hurricanes hit an election year|||WATCH: Trump rips into Biden admin over report about hurricane funds|||AnalysisThe hurricane X-factor in the 2024 electionPrevious hurricanes have reduced voter turnout in hard-hit areas and both helped and hurt incumbents. This fall’s storms affect particularly crucial electoral regions.By Aaron BlakeOctober 8, 2024",https://www.cnn.com/2024/10/07/politics/misinformation-hurricanes-what-matters/index.html|||https://www.foxbusiness.com/video/6362855282112|||https://www.washingtonpost.com/politics/2024/10/08/hurricane-x-factor-2024-election/,hurricane,0.5402223169803619
104,Deloitte feels the wrath of Trump world over employee’s leaked JD Vance messages|||How JD Vance underlined Trump’s worst vulnerabilitiesOpinion by Jennifer Rubin|||JD Vance and the Prophets of Trumpism,https://www.cnn.com/2024/10/08/business/deloitte-trump-leaked-jd-vance-messages/index.html|||https://www.washingtonpost.com/opinions/2024/10/06/vance-debate-trump-problems/|||https://www.nytimes.com/2024/10/06/opinion/jd-vance-lance-wallnau-seven-mountains.html,vance,0.5382892191410065
105,"I’ve tried the best coffee from around the world. I still don’t like it|||Starbucks ranked last by coffee lovers in key category among rivals|||(Illustration by Min Heo for The Washington Post)BY THE WAYGuest columnMy secret to finding the best coffee? Look for two-star reviews.Between stand-up gigs on the road, comedian Alex Falcone looks for coffee shop reviews that are begrudgingly good.By Alex FalconeOctober 4, 2024",https://www.cnn.com/travel/why-i-hate-drinking-coffee/index.html|||https://www.foxbusiness.com/lifestyle/coffee-customers-rank-starbucks-last-among-competitors-key-category-report-says|||https://www.washingtonpost.com/travel/tips/best-coffee-shops-two-star-reviews/,alex|||coffee|||good,0.538036584854126
106,"Harris’ border visit and economy speech capture attention as warning signs emerge for campaign|||Harris campaign is in 'danger zone' as Americans worry about country's direction, says CNN data guru|||Jobs Report Adds to Economic Momentum for Harris",https://www.cnn.com/2024/10/06/politics/breakthrough-polling-project-harris-lie/index.html|||https://www.foxnews.com/media/harris-campaign-danger-zone-americans-worry-countrys-direction|||https://www.nytimes.com/2024/10/04/business/jobs-report-harris-economy.html,campaign|||harris,0.5366270542144775
107,"Business owner: Big tech can take American dream 'away in a heartbeat.' How the parallel economy fights back|||AI’s impact on businesses, consumers and employeesAcross industries, artificial intelligence is already aiding in the customer experience, optimizing data in new ways, writing code and more. On Wednesday, Oct. 2, join Washington Post Live for conversations with MIT economics professor David Autor and other experts diving deeper into the impact of AI on America’s businesses, workforce and economy.October 2|||The Job Market Is Chugging Along, Completing a Solid Economic Picture",https://www.foxnews.com/media/business-owner-big-tech-take-american-dream-away-heartbeat-parallel-economy-fights-back|||https://www.washingtonpost.com/washington-post-live/2024/10/02/ais-impact-businesses-consumers-employees/|||https://www.nytimes.com/2024/10/04/business/economy/job-market-hiring-wage.html,business|||economic|||impact,0.5337664484977722
108,"UFC star assisting in Helene rescue efforts says FEMA abandoned North Carolina: 'Still woefully absent'|||Before-and-after images show Helene wiped parts of North Carolina off the map|||FEMA deploys to rough terrain after Helene as it faces criticism, fights misinformationThe Federal Emergency Management Agency is facing logistical challenges and misinformation in its response to Hurricane Helene.By Molly Hennessy-Fiske, Maxine Joselow, Clara Ence Morse and Will OremusOctober 4, 2024",https://www.foxnews.com/media/ufc-star-assisting-helene-rescue-efforts-says-fema-abandoned-north-carolina-still-woefully-absent|||https://www.cnn.com/2024/10/03/weather/hurricane-helene-north-carolina-before-after-images-climate/index.html|||https://www.washingtonpost.com/climate-environment/2024/10/04/fema-hurricane-helene-relief-money-misinformation-conspiracies/,carolina|||fema|||helene|||north,0.533329576253891
109,"No, dude, Monica McNutt does not need your WNBA takeThe men of sports media are talking a lot about women’s hoops these days. ESPN’s Monica McNutt is here to help – and occasionally shut them up.By Ben StraussSeptember 19, 2024|||New York Liberty end Las Vegas Aces’ bid for a three-peat, advance to WNBA Finals|||Jemele Hill rips 'irresponsible headlines' on Caitlin Clark's WNBA ratings impact before proving their point",https://www.washingtonpost.com/sports/2024/09/19/monica-mcnutt-espn-stephen-smith/|||https://www.cnn.com/2024/10/06/sport/liberty-defeat-aces-advance-to-wnba-finals-spt-intl/index.html|||https://www.foxnews.com/sports/jemele-hill-rips-irresponsible-headlines-caitlin-clarks-wnba-ratings-impact-before-proving-point,mcnutt|||monica|||wnba,0.531795084476471
110,Google’s search dominance is unwinding|||(Monica Rodman/The Washington Post)Google says changing your search engine is easy. It's not.|||How Google Was Forced to Open Up,https://www.cnn.com/2024/10/08/business/google-search-amazon-nightcap/index.html|||https://www.washingtonpost.com/video/technology/google-says-changing-your-search-engine-is-easy-its-not/2023/11/08/31ec1ff4-c92f-4a7c-9d99-7a61e6593c56_video.html|||https://www.nytimes.com/2024/10/08/business/dealbook/google-epic-app-store.html,google|||search,0.5298237502574921
